,,Barcode,Quantity,Item Name,Date,Company,Stock Take Code,Warehouse,Bin Location,, Count 2 , Count 3 , Count 4 , Count 5 ,
,,1135100580,6,"MIDDLE ROD, T190-01-16, YALONG",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-04-06,45953.42431, -   , -   , -   ,  ,
,,1312101460,6,"OIL DISCHARGE PLUG, T190-01-22",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-04-06,45953.42431, -   , -   , -   ,  ,
,,1316106210,6,"O-RING, SAFETY VALVE FLANGE, T190-02-10, YALONG",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-04-06,45953.42431, -   , -   , -   ,  ,
,,1316106200,100,"OIL SEAL, SEAL BOX, T190-01-18, YALONG",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-04-06,45953.42431, -   , -   , -   ,  ,
,,1329100790,3,"CLIP, PLUNGER, T190-02-02, YALONG",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-04-06,45953.42431, -   , -   , -   ,  ,
,,1311102100,0,"PRESSURE GAUGE JOINT, T190-02-12",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-04-06,45953.42431, -   , -   , -   ,  ,
,,1312101450,6,"OIL DISCHARGE PLUG GASKET, T190-01-23",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-04-06,45953.42431, -   , -   , -   ,  ,
,,1248100750,35,"CHOKE RING, Ø120 X Ø140 X 4, T190-02-06, YALONG",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-04-06,45953.42431, -   , -   , -   ,  ,
,,1810102370,4,"BEARING, SPHERICAL ROLLER, NJ 220 W",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-14-01,45953.42431, -   , -   , -   ,  ,
,,1810102440,2,"BEARING, SPHERICAL ROLLER, NU 415 WC3",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-14-01,45953.42431, -   , -   , -   ,  ,
,,1510104450,0,"BEARING, SPHERICAL ROLLER THRUST, 293 - 750",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-14-01,45953.42431, -   , -   , -   ,  ,
,,1810101320,2,"BEARING, DEEP GROOVE BALL, 16030 C3",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-14-01,45953.42431, -   , -   , -   ,  ,
,,1522102500,24,"ROLL PIN, Ø4 X 16",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-14-01,45953.42431, -   , -   , -   ,  ,
,,1315105180,1,,23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-14-01,45953.42431, -   , -   , -   ,  ,
,,1315104530,1,"AXIAL PISTON PUMP, A11VO60DRS/10RNTC12NOO",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-14-01,45953.42431, -   , -   , -   ,  ,
,,1518102890,3,"PLANETARY GEAR, 1ST RED, RD6-03-056",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-14-01,45953.42431, -   , -   , -   ,  ,
,,1518102920,1,"GEAR SHIFT, 1ST RED, RD6-03-059",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-14-01,45953.42431, -   , -   , -   ,  ,
,,1315104730,3,"PUMP BODY, T190-02-38",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-01,45953.42431, -   , -   , -   ,  ,
,,1810104210,120,"CAP SCREW, M24 X 240, GR12.9",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-01,45953.42431, -   , -   , -   ,  ,
,,1510101390,0,"BEARING, PLAIN SPHERICAL, GE 40 ES",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-04-06,45953.42431, -   , -   , -   ,  ,
,,1810104170,29,"CAP SCREW, M24 X 160, GR12.9",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-01,45953.42431, -   , -   , -   ,  ,
,,1322100050,3,"GRIPPER CYLINDER, PIPE LOADER, 009-14-014",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-04-06,45953.425, -   , -   , -   ,  ,
,,1810104310,20,"CAP SCREW, M30 X 150, GR12.9",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-01,45953.425, -   , -   , -   ,  ,
,,1322100060,1,"TILT CYLINDER, PIPE LOADER, 009-14-017",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-04-06,45953.425, -   , -   , -   ,  ,
,,1512107030,50,"CAP SCREW, M20 X 120, GR12.9",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-01,45953.425, -   , -   , -   ,  ,
,,1322100070,1,"SWING CYLINDER, PIPE LOADER, 009-14-019",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-04-06,45953.425, -   , -   , -   ,  ,
,,1810104200,48,"CAP SCREW, M24 X 220, GR12.9",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-01,45953.425, -   , -   , -   ,  ,
,,1524100090,1,"WRAP AROUND, 14 3/4"", 57T, MAIN FRAME, 009-01-011",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-04-06,45953.425, -   , -   , -   ,  ,
,,1810104740,165,"NUT, PLAIN, M16, DIN 938, CLASS 8",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-01,45953.425, -   , -   , -   ,  ,
,,1524100050,3,"WRAP AROUND, 12 7/8"", 57T, MAIN FRAME, 009-01-007",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-04-06,45953.425, -   , -   , -   ,  ,
,,1522100020,1,"PROXY PIN, MAIN FRAME, 009-01-084",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-04-06,45953.425, -   , -   , -   ,  ,
,,1248101620,9,"UPPER PLUG DISCHARGE PRESSURE SLEEVE, T190-02-14",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-04-07,45953.42847, -   , -   , -   ,  ,
,,1123100910,9,"PRESSING SLEEVE, T190-02-22, YALONG",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-04-07,45953.42847, -   , -   , -   ,  ,
,,1318107600,8,"DISCHARGE VALVE SEAT, T190-02-20",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-04-07,45953.42847, -   , -   , -   ,  ,
,,1318107540,9,"SUCTION VALVE SEAT O-RING, T190-02-27",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-04-07,45953.42847, -   , -   , -   ,  ,
,,1541100460,1,"PASS COVER, CRANKSHAFT, T190-01-26, YALONG",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-04-07,45953.42847, -   , -   , -   ,  ,
,,1538100380,1,"ACCUMULATOR SEAT, T190-02-32",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-04-07,45953.42847, -   , -   , -   ,  ,
,,1519114070,6,"BACK COVER PLATE, T190-01-21, YALONG",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-04-07,45953.42847, -   , -   , -   ,  ,
,,1518100770,0,"SUN GEAR, 1ST RED, RD8-03-107",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-05,45953.42847, -   , -   , -   ,  ,
,,1519102550,0,"PLANETARY HUB, 1ST RED, RD8-03-110",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-05,45953.42847, -   , -   , -   ,  ,
,,1518100750,1,"RING GEAR, 1ST RED, RD8-03-105",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-05,45953.42847, -   , -   , -   ,  ,
,,1518100760,0,"HUB INSERT, 1ST RED, RD8-03-106",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-05,45953.42847, -   , -   , -   ,  ,
,,1532100220,2,"TEFLON SPACER, 50mm, PIPE LOADER, 009-14-293",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-06,45953.43056, -   , -   , -   ,  ,
,,1519106970,0,"GRIPPER BLOCK, PIPE LOADER, 009-14-247",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-06,45953.43056, -   , -   , -   ,  ,
,,1519106960,4,"GRIPPER BLOCK, PIPE LOADER, 009-14-287",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-06,45953.43056, -   , -   , -   ,  ,
,,1322100100,1,"SLIDE CYLINDER, PIPE LOADER, 009-14-040",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-06,45953.43056, -   , -   , -   ,  ,
,,1316100020,1,"GRIPPER CYLINDER, PIPE LOADER, 009-14-033",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-06,45953.43056, -   , -   , -   ,  ,
,,1514100620,0,"BUSHING 1, PIPE LOADER, 009-14-257",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-06,45953.43056, -   , -   , -   ,  ,
,,1514100610,0,"BUSHING 2, PIPE LOADER, 009-14-258",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-06,45953.43056, -   , -   , -   ,  ,
,,1710100070,0,"WATER SWIVEL ROTOR PIPE, 3RD RED, RD8-05-183",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-04,45953.43125, -   , -   , -   ,  ,
,,1510100760,2,"BEARING, DEEP GROOVE BALL, 16032",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-04,45953.43125, -   , -   , -   ,  ,
,,1514100190,1,"SUN GEAR BUSH, 3RD RED, RD8-05-166",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-04,45953.43125, -   , -   , -   ,  ,
,,1529100000,2,"STUB SHAFT, 3RD RED, RD8-05-167",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-04,45953.43125, -   , -   , -   ,  ,
,,1519102960,1,"RING GEAR SUPPORT, 3RD RED, RD8-05-158",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-04,45953.43125, -   , -   , -   ,  ,
,,1519102980,1,"RING GEAR SUPPORT SPACER, 3RD RED, RD8-05-165",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-04,45953.43194, -   , -   , -   ,  ,
,,1519102970,6,"PLANET GEAR SPACER, 3RD RED, RD8-05-164",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-04,45953.43194, -   , -   , -   ,  ,
,,1518100880,3,"PLANET GEAR, 3RD RED, RD8-05-193",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-04,45953.43194, -   , -   , -   ,  ,
,,1510104540,0,"BEARING, RADIAL SPHERICAL PLAIN, GE 20 ES",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-05,45953.43194, -   , -   , -   ,  ,
,,1322101430,0,"CYLINDER, HYTEC, S250-50/32-80-SB-SB",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-05,45953.43194, -   , -   , -   ,  ,
,,1519100350,1,"SPLINE RING, 3RD RED, 009-05-121",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-05,45953.43194, -   , -   , -   ,  ,
,,1514100670,2,"BUSHING, CHUCK, RD7-02-058",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-05,45953.43194, -   , -   , -   ,  ,
,,1518100170,2,"BULL GEAR PINION, 3RD RED, 009-05-101",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-05,45953.43194, -   , -   , -   ,  ,
,,1518100130,7,"BULL GEAR PINION ADAPTOR, 2ND RED, 009-04-107",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-05,45953.43194, -   , -   , -   ,  ,
,,1029101610,16,"TAG, LOCKOUT",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1810101820,19,"CONTACT TIP, WELDING, M8 1.4mm",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1810101810,0,"CONTACT TIP, WELDING, M8 1.2mm",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1810101830,68,"CONTACT TIP, WELDING, M8 1.6mm",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1233101440,7,"LUG, 4 X 8MM",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1217100730,3,"FIXING COLLAR, METAL, BLOCK BODY, ZB4BZ009, SCHNEIDER",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1810105030,20,"WASHER, FLAT M6, DIN 125A",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1232100960,5,"CONTACT BLOCK, SINGLE, N/C, ZBE-102, SCHNEIDER",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1310105210,4,"FITTING, 3/8"" JIC MALE - 1/4"" NPT MALE NIPPLE",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1512105200,25,"CAP SCREW, M5 X 40, GR8.8",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1316104020,3,"O-RING, Ø80 x Ø3",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1512107540,101,"CAP SCREW, M8 X 16, GR8.8",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1223100110,0,"GLAND, MECHANICAL, NO 5",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1223100120,1,"GLAND, MECHANICAL, NO 6",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1526106560,1,"IMPACT WRENCH, HTC-WR16SE",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1526103840,1,"HAMMER, 8LB, 3.6KG",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1810105120,2,"WASHER, SPRING SQR MED, M20",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1010105890,34,"CLAMP, OETIKER, 12MM-18MM",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1512108410,190,"GRUB SCREW, M4 X 8 mm",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1232100130,2,"PROXY CABLE, 50V AC/60V DC, HG380, EVC141, IFM",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1546100280,0,"HOSE CLAMP, 3"", 2 BOLTS",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-05-03,45953.43403, -   , -   , -   ,  ,
,,1522101600,0,"PIN 2, 2ND RED, RD6-04-087",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-04,45953.43403, -   , -   , -   ,  ,
,,1514100000,4,"INDICATOR SHAFT BUSH, CHUCK, 009-02-102",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-04,45953.43403, -   , -   , -   ,  ,
,,1519106960,2,"GRIPPER BLOCK, PIPE LOADER, 009-14-287",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-04,45953.43403, -   , -   , -   ,  ,
,,1519100310,4,"INTERNAL END CAP, 3RD RED, 009-05-107",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-04,45953.43403, -   , -   , -   ,  ,
,,1519112560,5,"GARLOCK SLEEVE, 3RD RED, 009-05-455",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-04,45953.43403, -   , -   , -   ,  ,
,,1524101240,2,"FRONT WEAR PLATE, MAIN FRAME, 009-01-196",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-04,45953.43403, -   , -   , -   ,  ,
,,1510100540,38,"BEARING ROLLER, CYLINDRICAL,3RD RED,RD8-05-139",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-03,45953.43403, -   , -   , -   ,  ,
,,1515101730,1,"FLOATBOX STEP1, CHUCK, 71R-02-253",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-04,45953.43403, -   , -   , -   ,  ,
,,1524100890,1,"WRAP AROUND, 14 3/4"", 52T, 3RD RED, RD8-05-259",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-03,45953.43403, -   , -   , -   ,  ,
,,1515101740,1,"FLOATBOX, STEP 1, CHUCK, 71R-02-251",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-04,45953.43403, -   , -   , -   ,  ,
,,1524100720,1,"GEAR SHIFT SHAFT 1, 2ND RED, RD8-04-066",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-03,45953.43403, -   , -   , -   ,  ,
,,1522100320,2,"EXPANSION PIN BODY, 360mm, MAINE FRAME, RD8-01-090",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-03,45953.43403, -   , -   , -   ,  ,
,,1513100020,12,"WRENCH BOLT, MAIN FRAME, RD8-01-158, A3322611",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-03,45953.43403, -   , -   , -   ,  ,
,,1522100360,0,"PLANET PIN, 3RD RED, RD8-05-151",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-03,45953.43403, -   , -   , -   ,  ,
,,1519102940,0,"PLANETARY HUB, 3RD RED, RD8-05-150",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-03,45953.43403, -   , -   , -   ,  ,
,,1518100890,0,"SUN GEAR, 3RD RED, RD8-05-194",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-13-03,45953.43403, -   , -   , -   ,  ,
,,1524103000,1,"STEM SPANNER, 16'', ID 375 GROOVE, AUX EQUIPMENT, 009-13-038",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-03,45953.43472, -   , -   , -   ,  ,
,,1524103820,1,,23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-03,45953.43472, -   , -   , -   ,  ,
,,1524100580,0,"TORQUE SHAFT, AUX EQUIPMENT, 83R-13-058",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-03,45953.43472, -   , -   , -   ,  ,
,,1510100320,1,"THRUST BEARING, SPHERICAL ROLLER, 29492 EMB",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-02,45953.43611, -   , -   , -   ,  ,
,,1524102470,1,"FLAT SPANNER, 12 7/8"", MAIN FRAME, 71R-01-333",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-02,45953.43611, -   , -   , -   ,  ,
,,1222100220,0,"COOLING FAN, ELECTR MOTOR, 5kW, 2900RPM, 5200M3/h, L-011C",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,H-05-02,45953.43611, -   , -   , -   ,  ,
,,1223100110,10,"GLAND, MECHANICAL, NO 5",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-02,45953.43611, -   , -   , -   ,  ,
,,1223100100,2,"GLAND, MECHANICAL, NO 4",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-02,45953.43611, -   , -   , -   ,  ,
,,1223100070,10,"GLAND, MECHANICAL, NO 1",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-02,45953.43611, -   , -   , -   ,  ,
,,1310109270,4,"FITTING, BSP INSET PLUG, G 3/4""",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-02,45953.43611, -   , -   , -   ,  ,
,,1310100550,6,"FITTING, 1.1/16” JIC – 1.1/16” JIC NIPPLE",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-02,45953.43611, -   , -   , -   ,  ,
,,1310103040,6,"FITTING, PLUG, 1/2"" JIC FEMALE",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-02,45953.43611, -   , -   , -   ,  ,
,,1810108740,10,"FITTING, 1"" BSP PLUGS",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-02,45953.43611, -   , -   , -   ,  ,
,,1310107730,5,"FITTING, 1'' NPT - 1'' NPT RUN T",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-02,45953.43611, -   , -   , -   ,  ,
,,1310100070,12,"FITTING, 3/4"" JIC - 3/8"" NPT NIPPLE",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-02,45953.43611, -   , -   , -   ,  ,
,,1810108730,8,"FITTING, 1 1/4"" BSP PLUGS",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-02,45953.43611, -   , -   , -   ,  ,
,,1810108740,30,"FITTING, 1"" BSP PLUGS",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-02,45953.43611, -   , -   , -   ,  ,
,,1310101000,20,"FITTING, 1/2""- 3/4"" REDUCING NIPPLE",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-02,45953.43611, -   , -   , -   ,  ,
,,1810103740,72,"CAP SCREW, M12 X 50, GR12.9",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-02,45953.43611, -   , -   , -   ,  ,
,,1512107920,16,"CAP SCREW, FULL THREAD, M20 X 100, GR12.9",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-02,45953.43611, -   , -   , -   ,  ,
,,1019105730,1,,23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-02,45953.43611, -   , -   , -   ,  ,
,,1810108440,2,"SWAGE NIPPLE, 3""",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-02,45953.43611, -   , -   , -   ,  ,
,,1810103920,8,"CAP SCREW, M16 X 50, GR12.9",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-02,45953.43611, -   , -   , -   ,  ,
,,1323101220,4,"FILTER, HYDRAULIC, 150 MIC, P550275, DONALDSON",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-02,45953.43611, -   , -   , -   ,  ,
,,1810104780,106,"NUT, PLAIN, M24, DIN 938, CLASS 8",23102025,MASTER DRILLING (PTY) LTD,MASTER DRILLING (PTY) LTD23102025WH01,WH01,G-08-02,45953.43611, -   , -   , -   ,  ,
